Sludinājumidatums_2,Ist.,m2,Stāvs,Stavs,Sērija,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Iela full,Rajons,Merged,Year
"Pārdod jau atbrīvotu 2 istabu dzīvokli, māju apsaimnieko Rīgas N",2,49,3/5,3,Specpr.,"47,000",959.1836735,Valdeķu,17,Ziepniekkalns Valdeķu 17,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Valdeķu 17",2019
Pārdodam siltu un mājīgu dzīvokli klusā rajonā. Dzīvoklis ir ar,2,45,3/5,3,Hrušč.,"56,000",1244.444444,Tirzas,3/5,Jugla Tirzas 3/5,Jugla,"Latvia, Riga, Jugla Tirzas 3/5",2019
Divistabu dzīvokli “Āgenskalna priedēs” pārdod īpašnieks. Augsta,2,41,1/5,1,Hrušč.,"40,000",975.6097561,Kristapa,12,Āgenskalns Kristapa 12,Āgenskalns,"Latvia, Riga, Āgenskalns Kristapa 12",2019
Pārdodam 2 istabu dzīvokli ar divām izolētām istabām. Dzīvokļa,2,44,2/5,2,Hrušč.,"38,000",863.6363636,Skujenes,11,Iļģuciems Skujenes 11,Iļģuciems,"Latvia, Riga, Iļģuciems Skujenes 11",2019
Lat: Pārdod gaišu un saulainu 2 istabu dzīvokli Imantā. Dzīv,2,38,5/5,5,LT proj.,"48,000",1263.157895,Zentenes,2,Imanta Zentenes 2,Imanta,"Latvia, Riga, Imanta Zentenes 2",2019
Pārdodu 2 istabu dzīvokli projektā Melnsila kvartāls. Logi vērst,2,46,2/4,2,Renov.,"75,000",1630.434783,Melnsila,14,Āgenskalns Melnsila 14,Āgenskalns,"Latvia, Riga, Āgenskalns Melnsila 14",2019
"Īpašnieks pārdot gaišu, saulainu un siltu divistabu dzīvokli Agl",2,47,2/5,2,LT proj.,"48,000",1021.276596,Aglonas,10/3,Ķengarags Aglonas 10/3,Ķengarags,"Latvia, Riga, Ķengarags Aglonas 10/3",2019
Lat/rus Cenā ietilpst virszemes auto stāvvieta un noliktavas tel,2,53,4/10,4,Jaun.,"81,700",1541.509434,Rembates,8,Pļavnieki Rembates 8,Pļavnieki,"Latvia, Riga, Pļavnieki Rembates 8",2019
"Tiek pārdots jauks un saulains divistabu dzīvoklītis Iļģuciemā,",2,44,4/5,4,Specpr.,"49,000",1113.636364,Vaidelotes,00,Iļģuciems Vaidelotes 00,Iļģuciems,"Latvia, Riga, Iļģuciems Vaidelotes 00",2019
Excellent Studio Apartment in Heart of Old Town Riga. + Loca,2,34,3/5,3,P. kara,"98,000",2882.352941,Jēkaba,26/28,Vecrīga Jēkaba 26/28,Vecrīga,"Latvia, Riga, Vecrīga Jēkaba 26/28",2019
"“Grīziņkalna Republika” – tas ir unikāls, atjaunots piecu vēstur",2,37,4/5,4,Renov.,"74,000",2000,Asara,12,Grīziņkalns Asara 12,Grīziņkalns,"Latvia, Riga, Grīziņkalns Asara 12",2019
"Pārdod 2-istabu dzīvokli Imantā, Slokas ielā 191, Rīgā. 51 kv. m",2,51,4/5,4,Specpr.,"50,000",980.3921569,Slokas,191,Imanta Slokas 191,Imanta,"Latvia, Riga, Imanta Slokas 191",2019
"Pārdodu 2 istabu dzīvokli. Dzīvoklis silts, čuguna radiatori, is",2,49,2/5,2,Hrušč.,"34,000",693.877551,Emmas,3a,Vecmīlgrāvis Emmas 3a,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 3a",2019
"Dzīvoklis 17. stāvā, elites biznesa klases projektā ""Solāris"" šo",2,54,17/24,17,Jaun.,"91,000",1685.185185,Anniņmuižas,43,Imanta Anniņmuižas 43,Imanta,"Latvia, Riga, Imanta Anniņmuižas 43",2019
"Projekta īpašnieks pārdod dzīvokļus jaunajā projektā. Dežurants,",2,51,2/5,2,Jaun.,"65,500",1284.313725,Kaivas,50-45D,Mežciems Kaivas 50-45D,Mežciems,"Latvia, Riga, Mežciems Kaivas 50-45D",2019
"Продаю 2-комнатную квартиру в Межапарке. Она для тех, кто цени",2,51,10/12,10,Specpr.,"68,000",1333.333333,Ezermalas,19,Mežaparks Ezermalas 19,Mežaparks,"Latvia, Riga, Mežaparks Ezermalas 19",2019
"Projekta īpašnieks pārdod dzīvokļus jaunajā projektā. Dežurants,",2,61,3/5,3,Jaun.,"75,000",1229.508197,Kaivas,50-59D,Mežciems Kaivas 50-59D,Mežciems,"Latvia, Riga, Mežciems Kaivas 50-59D",2019
"Pārdošanā pievilcīgs, mājīgs, divu istabu dzīvoklis ēkas otrajā",2,53,2/3,2,Staļina,"69,000",1301.886792,Laimdotas,45,Teika Laimdotas 45,Teika,"Latvia, Riga, Teika Laimdotas 45",2019
Tiek pārdots mūsdienīgs dzīvoklis vienā no Rīgas zaļākajām vietā,2,53,6/9,6,Jaun.,"95,000",1792.45283,Jūrmalas g.,82/1,Imanta Jūrmalas g. 82/1,Imanta,"Latvia, Riga, Imanta Jūrmalas g. 82/1",2019
"Īpašnieks pārdod 2 istabu dzīvokli, 3.stāvs, vidus dzīvoklis, is",2,42,3/5,3,Hrušč.,"38,500",916.6666667,Prūšu,22,Ķengarags Prūšu 22,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 22",2019
Īpašnieks pārdod divistabu dzīvoklis jaunajā projektā Salnas iel,2,42,1/9,1,Jaun.,"60,000",1428.571429,Salnas,21,Pļavnieki Salnas 21,Pļavnieki,"Latvia, Riga, Pļavnieki Salnas 21",2019
"Pārdod nelielu mājīgu saulainu divistabu dzīvokli Purvciemā, Vai",2,40,2/5,2,LT proj.,"39,900",997.5,Vaidavas,5,Purvciems Vaidavas 5,Purvciems,"Latvia, Riga, Purvciems Vaidavas 5",2019
"Просторная, двухсторонняя, двухкомнатная квартира, которую можно",2,86,5/6,5,Jaun.,"129,400",1504.651163,Pūces,49,Purvciems Pūces 49,Purvciems,"Latvia, Riga, Purvciems Pūces 49",2019
Продаётся отличная 2-х комнатная квартира в новом литовском прое,2,49,4/5,4,LT proj.,"48,900",997.9591837,Maskavas,303,Ķengarags Maskavas 303,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 303",2019
Монолит. Шикарная квартира со всеми удобствами. Продается с мебе,2,63,1/7,1,Jaun.,"82,000",1301.587302,Ulbrokas,12,Pļavnieki Ulbrokas 12,Pļavnieki,"Latvia, Riga, Pļavnieki Ulbrokas 12",2019
Вы хотите реализовать свои идеи и фантазии в обустройстве кварти,2,47,5/5,5,LT proj.,"39,950",850,Baldones,28,Āgenskalns Baldones 28,Āgenskalns,"Latvia, Riga, Āgenskalns Baldones 28",2019
"Компактная, удобная, теплая, солнечная, тихая квартира. Район с",2,45,11/12,11,Čehu pr.,"56,200",1248.888889,Dzirciema,27,Dzegužkalns Dzirciema 27,Dzegužkalns,"Latvia, Riga, Dzegužkalns Dzirciema 27",2019
Квартира с ремонтом. Земля и квартира в собственности. Отлично р,2,47,5/5,5,LT proj.,"39,500",840.4255319,Salaspils,18,Ķengarags Salaspils 18,Ķengarags,"Latvia, Riga, Ķengarags Salaspils 18",2019
Divu istabu dzīvoklis netālu no Rīgas centra. Labi kopta ķieģe,2,51,11/12,11,Čehu pr.,"43,000",843.1372549,Balvu,15,Krasta r-ns Balvu 15,Krasta r-ns,"Latvia, Riga, Krasta r-ns Balvu 15",2019
"В новом проекте ""Lauras nami"" - проект получил приз ""Лучший дом""",2,62,3/7,3,Jaun.,"105,000",1693.548387,Upeņu,11,Purvciems Upeņu 11,Purvciems,"Latvia, Riga, Purvciems Upeņu 11",2019
"For sale, renovated apartments in Riga, close to Botanical garde",2,63,2/5,2,Specpr.,"75,000",1190.47619,Slokas,48a,Āgenskalns Slokas 48a,Āgenskalns,"Latvia, Riga, Āgenskalns Slokas 48a",2019
"Īpašnieks pārdod dzīvokli, klusā, saulainā vietā. Ir pieejams sl",2,30,3/3,3,Hrušč.,"35,000",1166.666667,Tadaiķu,8/2,Ziepniekkalns Tadaiķu 8/2,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Tadaiķu 8/2",2019
Квартира в очень теплом крепком доме с высокими потолками. Сдела,2,60,2/2,2,Staļina,"49,999",833.3166667,Lubānas,41/3,Dārzciems Lubānas 41/3,Dārzciems,"Latvia, Riga, Dārzciems Lubānas 41/3",2019
"Pārdod 2 stāvu, 2 stāvu mājas ar kopējo platību 60 m2 Dārzciemā,",2,60,2/2,2,Priv. m.,"49,000",816.6666667,Ilūkstes,41,Pļavnieki Ilūkstes 41,Pļavnieki,"Latvia, Riga, Pļavnieki Ilūkstes 41",2019
"Mēbelēts, kvalitatīva apdare, pilnībā aprīkota virtuve, zeme Īpa",2,73,3/4,3,Jaun.,"97,000",1328.767123,Eizenšteina,23,Mežciems Eizenšteina 23,Mežciems,"Latvia, Riga, Mežciems Eizenšteina 23",2019
"Tiek pārdots mājīgs 2 istabu dzīvoklis. Vēlies dzīvot Rīgā,",2,39,4/4,4,Hrušč.,"48,700",1248.717949,Zemaišu,1k4,Āgenskalns Zemaišu 1k4,Āgenskalns,"Latvia, Riga, Āgenskalns Zemaišu 1k4",2019
Viens no labākajiem un jaunākajiem sērijveida dzīvokļiem Rīgā. N,2,51,1/5,1,103.,"52,700",1033.333333,Ļaudonas,3,Dārzciems Ļaudonas 3,Dārzciems,"Latvia, Riga, Dārzciems Ļaudonas 3",2019
"Развитая инфраструктура, тихое место, во дворе имеется место для",2,38,1/5,1,LT proj.,"46,000",1210.526316,Celmu,5,Mežciems Celmu 5,Mežciems,"Latvia, Riga, Mežciems Celmu 5",2019
"Pārdod dzīvokli labā mājā (mainīti stāvvadi, jauns jumts, kāpņut",2,40,5/5,5,Hrušč.,"38,000",950,Prūšu,22,Ķengarags Prūšu 22,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 22",2019
Plašs un izsmalcināts dzīvoklis Vecrīgas centrā. Tiek pārdot,2,84,2/5,2,P. kara,"194,000",2309.52381,Tirgoņu,17,Vecrīga Tirgoņu 17,Vecrīga,"Latvia, Riga, Vecrīga Tirgoņu 17",2019
Очень приятная квартира в самом сердце Межциемса - знаменитая и,2,58,4/16,4,104.,"67,900",1170.689655,Hipokrāta,9,Mežciems Hipokrāta 9,Mežciems,"Latvia, Riga, Mežciems Hipokrāta 9",2019
Хозяйка продает квартиру со смежными комнатами без ремонта. Уста,2,40,1/5,1,Hrušč.,"33,000",825,Brīvības,357,Jugla Brīvības 357,Jugla,"Latvia, Riga, Jugla Brīvības 357",2019
"Продается светлая, просторная и уютная kвартира в новом проекте.",2,77,5/13,5,Jaun.,"101,500",1318.181818,Anniņmuižas,13,Zolitūde Anniņmuižas 13,Zolitūde,"Latvia, Riga, Zolitūde Anniņmuižas 13",2019
Pārdod kompaktu divistabu dzīvokli Juglā ar izolētām istabām. Ze,2,36,5/5,5,Hrušč.,"36,900",1025,Vidzemes al.,6,Jugla Vidzemes al. 6,Jugla,"Latvia, Riga, Jugla Vidzemes al. 6",2019
Pārdod divistabu dzīvokli Iļģuciemā. Dzīvoklis atrodas zaļaj,2,49,1/2,1,Specpr.,"49,900",1018.367347,Lidoņu,12,Iļģuciems Lidoņu 12,Iļģuciems,"Latvia, Riga, Iļģuciems Lidoņu 12",2019
Pārdošanā ekskluzīvs dzīvoklis ar divām stāvvietām. Divistabu dz,2,108,5/8,5,Jaun.,"155,000",1435.185185,Pūces,43,Purvciems Pūces 43,Purvciems,"Latvia, Riga, Purvciems Pūces 43",2019
"Продается отремонтированная, светлая, чистая очень теплая и уютн",2,46,1/5,1,Hrušč.,"43,000",934.7826087,Maskavas,266/3,Ķengarags Maskavas 266/3,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 266/3",2019
"Pārdod 2-istabu dzīvokli jaunā projekta mājā ar liftu, plaša, ga",2,63,3/6,3,Jaun.,"82,500",1309.52381,Dignājas,3,Ziepniekkalns Dignājas 3,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Dignājas 3",2019
Īpašniece pārdod 2 istabu dzīvokli jaunajā projektā. Dzīvoklis i,2,53,4/6,4,Jaun.,"80,000",1509.433962,Braslas,53,Purvciems Braslas 53,Purvciems,"Latvia, Riga, Purvciems Braslas 53",2019
"Продаётся светлая 2-х комнатная квартира 119 серии, не угловая,",2,58,5/9,5,119.,"53,000",913.7931034,Lejiņa,9,Zolitūde Lejiņa 9,Zolitūde,"Latvia, Riga, Zolitūde Lejiņa 9",2019
Lieliska plānojuma dzīvoklis ar izolētām istabām un unikālu skat,2,47,12/12,12,Čehu pr.,"55,000",1170.212766,Dzirciema,21,Dzegužkalns Dzirciema 21,Dzegužkalns,"Latvia, Riga, Dzegužkalns Dzirciema 21",2019
Tiek pārdots dzīvoklis Skultes 5 ar visām ērtībām. Sikak pa tele,2,55,3/3,3,Jaun.,"61,000",1109.090909,Skultes,5,Čiekurkalns Skultes 5,Čiekurkalns,"Latvia, Riga, Čiekurkalns Skultes 5",2019
Очень уютная 2-х комн. квартира с изолированными комнатами в кир,2,41,2/4,2,Hrušč.,"36,900",900,Vecmīlgrāvja,9,Vecmīlgrāvis Vecmīlgrāvja 9,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Vecmīlgrāvja 9",2019
"Квартира без долгов, без отягощений. Неугловая, без лоджии, без",2,48,5/9,5,602.,"49,900",1039.583333,Kurzemes pr.,124,Imanta Kurzemes pr. 124,Imanta,"Latvia, Riga, Imanta Kurzemes pr. 124",2019
Dzīvoklis pie jūras un priežu meža. Dzīvoklim ir plaša studi,2,171,2/2,2,Jaun.,"150,000",877.1929825,Pludmales,21A,Vecāķi Pludmales 21A,Vecāķi,"Latvia, Riga, Vecāķi Pludmales 21A",2019
"Продается 2-комнатная квартира после ремонта, полностью готова д",2,42,4/5,4,Specpr.,"34,500",821.4285714,Parādes,20A,Daugavgrīva Parādes 20A,Daugavgrīva,"Latvia, Riga, Daugavgrīva Parādes 20A",2019
Продает хозяйка. Низкие комунальные платежи. Квартира не угловая,2,45,4/5,4,LT proj.,"39,500",877.7777778,Višķu,19,Ķengarags Višķu 19,Ķengarags,"Latvia, Riga, Ķengarags Višķu 19",2019
Pārdodu gaišu saulainu 2-istabu dzīvokli. Tikko veikts remonts.,2,45,2/5,2,LT proj.,"46,300",1028.888889,Skujenes,13,Iļģuciems Skujenes 13,Iļģuciems,"Latvia, Riga, Iļģuciems Skujenes 13",2019
Dzīvesvietas maiņas dēļ pārdodam dzīvokli labā stāvoklī čehu pro,2,48,4/12,4,Čehu pr.,"52,500",1093.75,Ikšķiles,5,Ķengarags Ikšķiles 5,Ķengarags,"Latvia, Riga, Ķengarags Ikšķiles 5",2019
Продаю нестандартную 2-комн. квартиру с изолированными комнатами,2,49,1/2,1,Specpr.,"55,000",1122.44898,Baseina,6,Šampēteris-Pleskodāle Baseina 6,Šampēteris-Pleskodāle,"Latvia, Riga, Šampēteris-Pleskodāle Baseina 6",2019
Pārdodam plašu 2 - istabu dzīvokli ar atsevišķu ieeju. - līd,2,60,1/2,1,Staļina,"42,000",700,Ieriķu,54,VEF Ieriķu 54,VEF,"Latvia, Riga, VEF Ieriķu 54",2019
Pārdod 3 istabu dzīvokli ar individuālu siltuma skaitītāju jauna,2,68,2/5,2,Jaun.,"82,716",1216.411765,Prūšu,4,Ķengarags Prūšu 4,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 4",2019
Kapitāli izremontēts un siltināts divistabu dzīvoklis ar daļējām,2,46,2/2,2,Specpr.,"27,000",586.9565217,Čiekurkalna 1. šķ.,l.,Čiekurkalns Čiekurkalna 1. šķ. l.,Čiekurkalns,"Latvia, Riga, Čiekurkalns Čiekurkalna 1. šķ. l.",2019
Продается 2-х комнатная квартира. В квартире две изолированные к,2,51,3/5,3,LT proj.,"30,000",588.2352941,Vecmīlgrāvja 1. l.,49,Vecmīlgrāvis Vecmīlgrāvja 1. l. 49,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Vecmīlgrāvja 1. l. 49",2019
"Pārdod augstākās kvalitātes dzīvokļus projektā ""Mežaparka Rezide",2,61,1/3,1,Jaun.,"169,000",2770.491803,Kokneses pr.,1,Mežaparks Kokneses pr. 1,Mežaparks,"Latvia, Riga, Mežaparks Kokneses pr. 1",2019
Редкий чешский проект. квартира с очень хорошей планировкой - дв,2,48,6/9,6,Čehu pr.,"47,000",979.1666667,Vangažu,35,Jugla Vangažu 35,Jugla,"Latvia, Riga, Jugla Vangažu 35",2019
Pārdodu mājīgu un loti siltu mansarda tipa dzīvokli. Divas izolē,2,40,4/4,4,Specpr.,"43,000",1075,Čiekurkalna 2. l.,61,Čiekurkalns Čiekurkalna 2. l. 61,Čiekurkalns,"Latvia, Riga, Čiekurkalns Čiekurkalna 2. l. 61",2019
"Pārdod 2-istabu dzīvokli projektā ""Mežaparka Rezidences"". Tr",2,47,3/3,3,Jaun.,"120,000",2553.191489,Klaipēdas,12,Mežaparks Klaipēdas 12,Mežaparks,"Latvia, Riga, Mežaparks Klaipēdas 12",2019
Piedāvājumā 2-istabu dzīvoklis ar ērtu plānojumu. Divas izol,2,48,5/5,5,LT proj.,"40,000",833.3333333,Lokomotīves,46,Ķengarags Lokomotīves 46,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 46",2019
Предлагаем 2 комнатную квартиру в тихом и зелёном районе. Квар,2,39,5/5,5,LT proj.,"31,950",819.2307692,Reņģes,2,Iļģuciems Reņģes 2,Iļģuciems,"Latvia, Riga, Iļģuciems Reņģes 2",2019
Dzīvoklī veikts kapitālais remonts pēc kura tas nav ticis apdzīv,2,51,1/9,1,467.,"49,550",971.5686275,Ikšķiles,7a,Ķengarags Ikšķiles 7a,Ķengarags,"Latvia, Riga, Ķengarags Ikšķiles 7a",2019
"Продается большая, удобная и светлая квартира. Окна выходят на",2,63,1/2,1,Staļina,"54,000",857.1428571,Anitas,3,Vecmīlgrāvis Anitas 3,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Anitas 3",2019
Piedāvājam iegādāties jauku un plašu 3-istabu dzīvokli. Trīs,2,69,7/9,7,467.,"67,000",971.0144928,Maskavas,417,Ķengarags Maskavas 417,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 417",2019
"Piedāvājam iegādāties plašu 2-istabu dzīvokli ar ērtu plānojumu,",2,49,1/5,1,LT proj.,"42,000",857.1428571,Maltas,21,Ķengarags Maltas 21,Ķengarags,"Latvia, Riga, Ķengarags Maltas 21",2019
"Продается 2-х комнатная квартира площадью 53, 1 кв. м. на 3-м эт",2,53,3/4,3,P. kara,"83,000",1566.037736,Valguma,31A,Klīversala Valguma 31a,Klīversala,"Latvia, Riga, Klīversala Valguma 31a",2019
"Светлая, чистая квартира, В Чешском проекте, без ремонта, но в ж",2,44,4/12,4,Čehu pr.,"39,800",904.5454545,Maskavas,281,Ķengarags Maskavas 281,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 281",2019
Владелец срочно продает уютную квартиру на солнечной стороне.,2,43,3/5,3,Hrušč.,"36,000",837.2093023,Saulgožu,19,Iļģuciems Saulgožu 19,Iļģuciems,"Latvia, Riga, Iļģuciems Saulgožu 19",2019
Продаётся 2 комнатная квартира ул. Земес 4. Самая востребованная,2,51,6/6,6,602.,"54,800",1074.509804,Zemes,4,Pļavnieki Zemes 4,Pļavnieki,"Latvia, Riga, Pļavnieki Zemes 4",2019
Lieliska iespēja iegādāties gaišu un saulainu 2 istabu dzīvokli,2,46,5/5,5,103.,"24,500",532.6086957,Velkoņu,2,Bolderāja Velkoņu 2,Bolderāja,"Latvia, Riga, Bolderāja Velkoņu 2",2019
"Labdien visapkārt. Liels, liels lūgums. Man ir mainījušies finan",2,19,1/2,1,M. ģim.,"11,500",605.2631579,Saulkrastu,2k3,Čiekurkalns Saulkrastu 2k3,Čiekurkalns,"Latvia, Riga, Čiekurkalns Saulkrastu 2k3",2019
"Gaišs, moderns divistabu dzīvoklis ar plašu balkonu. Ērts, l",2,71,5/6,5,Jaun.,"145,000",2042.253521,Liepājas,2,Āgenskalns Liepājas 2,Āgenskalns,"Latvia, Riga, Āgenskalns Liepājas 2",2019
Pārdodu ļoti mājīgu un siltu divistabu dzīvokli- kurā var ievākt,2,46,2/5,2,LT proj.,"49,000",1065.217391,Ģimnastikas,6,Torņakalns Ģimnastikas 6,Torņakalns,"Latvia, Riga, Torņakalns Ģimnastikas 6",2019
"Dzīvoklis labā stāvoklī, silts, saulains, nav stūra, iebuveta vi",2,47,5/5,5,103.,"41,000",872.3404255,Lubānas,61,Pļavnieki Lubānas 61,Pļavnieki,"Latvia, Riga, Pļavnieki Lubānas 61",2019
"Продаю квартиру со всей мебелью и техникой, которая видна на фот",2,52,2/5,2,Jaun.,"93,000",1788.461538,Rasas,5а,Ķengarags Rasas 5а,Ķengarags,"Latvia, Riga, Ķengarags Rasas 5а",2019
Pārdod divistabu dzīvokli Purvciemā. Dzīvoklī nepieciešams remon,2,48,1/2,1,Hrušč.,"38,900",810.4166667,Purvciema,44,Purvciems Purvciema 44,Purvciems,"Latvia, Riga, Purvciems Purvciema 44",2019
Pārdod remontētu studio tipa dzīvokli. Istaba kopā ar virtuvi 19,2,39,2/5,2,Specpr.,"38,000",974.3589744,Stirnu,22,Purvciems Stirnu 22,Purvciems,"Latvia, Riga, Purvciems Stirnu 22",2019
"Владелец продаёт меблированную квартиру, Рига, Иманта, Anninmuiz",2,56,3/18,3,Jaun.,"79,000",1410.714286,Anniņmuižas,38,Imanta Anniņmuižas 38,Imanta,"Latvia, Riga, Imanta Anniņmuižas 38",2019
"Продается солнечная, уютная 2-комнатная квартра в кирпичном доме",2,53,2/9,2,Specpr.,"53,000",1000,Vidrižu,4,Teika Vidrižu 4,Teika,"Latvia, Riga, Teika Vidrižu 4",2019
"Saimnieks pārdod siltu un saulainu, ne stūra 2 istabu dzīvokli.",2,51,5/9,5,602.,"62,500",1225.490196,Pavasara g.,5,Pļavnieki Pavasara g. 5,Pļavnieki,"Latvia, Riga, Pļavnieki Pavasara g. 5",2019
Pardodu 2 istabu studio dzivokli forsakaja Rigas rajona- Agenska,2,49,4/5,4,P. kara,"60,000",1224.489796,Nometņu,49,Āgenskalns Nometņu 49,Āgenskalns,"Latvia, Riga, Āgenskalns Nometņu 49",2019
Piedāvājam iegādei dienvidu puses plašu 2 istabu dzīvokli projek,2,51,2/6,2,Jaun.,"88,500",1735.294118,Rusova,7,Čiekurkalns Rusova 7,Čiekurkalns,"Latvia, Riga, Čiekurkalns Rusova 7",2019
"Pārdodu īpašumu Āgenskalna centrā, iespēja izmantot arī kā komer",2,53,1/2,1,P. kara,"31,000",584.9056604,Kalnciema,62,Āgenskalns Kalnciema 62,Āgenskalns,"Latvia, Riga, Āgenskalns Kalnciema 62",2019
Pārdodam plašu divistabu dzīvokli projektā Panorama plaza. Dzīvo,2,68,5/25,5,Jaun.,"108,000",1588.235294,Lielirbes,11,Āgenskalns Lielirbes 11,Āgenskalns,"Latvia, Riga, Āgenskalns Lielirbes 11",2019
